image_name,category,target,n_nuclei,nuclear_density_per_1000um2,nuclear_area_fraction,area_top10_mean_um2,area_top10_short_axis_um,area_um2_mean,area_um2_std,area_um2_skew,area_um2_cv,perimeter_um_mean,perimeter_um_std,perimeter_um_skew,perimeter_um_cv,circularity_mean,circularity_std,circularity_skew,circularity_cv,eccentricity_mean,eccentricity_std,eccentricity_skew,eccentricity_cv,solidity_mean,solidity_std,solidity_skew,solidity_cv,major_axis_um_mean,major_axis_um_std,major_axis_um_skew,major_axis_um_cv,minor_axis_um_mean,minor_axis_um_std,minor_axis_um_skew,minor_axis_um_cv,aspect_ratio_mean,aspect_ratio_std,aspect_ratio_skew,aspect_ratio_cv,knn1_dist_mean_um,knn1_dist_std_um,knn3_dist_mean_um,knn3_dist_std_um,glcm_contrast,glcm_homogeneity,glcm_energy,lbp_entropy,hchannel_mean,hchannel_std
FL_examples (267),follicular_lymphoma,1,164,15.447,0.3454,42.507,6.297,22.3625,9.546,0.8936,0.4269,19.1164,6.805,1.3797,0.356,0.8026,0.1838,-0.8877,0.229,0.67,0.1713,-0.3838,0.2556,0.8775,0.0755,-1.4019,0.0861,6.7163,2.1777,0.9472,0.3242,4.4854,1.0693,1.0956,0.2384,1.522,0.4568,1.7329,0.3001,6.0082,1.3276,7.2629,1.4904,45.8759,0.2696,0.0434,2.8629,165.1336,39.5263
FL_examples (268),follicular_lymphoma,1,131,12.338,0.2894,45.116,6.382,23.4569,10.5705,1.1331,0.4506,20.1615,7.5739,1.4897,0.3757,0.7677,0.2001,-0.6254,0.2607,0.6914,0.16,-0.578,0.2314,0.8689,0.0798,-1.6587,0.0919,6.9545,2.164,0.958,0.3112,4.5761,1.1268,0.5172,0.2462,1.5508,0.4416,1.627,0.2848,6.367,1.5171,7.7988,1.6004,42.081,0.2751,0.044,2.8565,156.9849,39.3047
FL_examples (269),follicular_lymphoma,1,145,13.657,0.3526,54.833,6.915,25.8181,13.7978,1.1132,0.5344,22.2801,9.9518,1.3372,0.4467,0.712,0.2196,-0.3953,0.3085,0.7169,0.1505,-0.6695,0.21,0.8472,0.0868,-0.8307,0.1024,7.4711,2.6747,0.895,0.358,4.7164,1.3953,0.7626,0.2958,1.6125,0.4599,1.3728,0.2852,6.4857,1.3974,7.7482,1.5034,33.9671,0.2907,0.0473,2.9234,149.131,36.3531
FL_examples (27),follicular_lymphoma,1,134,12.621,0.2533,53.217,7.048,20.072,15.2047,2.6674,0.7575,20.7355,11.1008,1.4668,0.5354,0.6438,0.2298,0.0424,0.3569,0.7908,0.1362,-1.006,0.1722,0.7971,0.1034,-0.4228,0.1297,7.2046,2.9542,1.0191,0.41,3.9352,1.5977,1.0843,0.406,1.9298,0.6792,1.5682,0.3519,5.8095,1.5513,7.4699,1.5506,54.9733,0.2479,0.043,2.861,169.4041,37.8059
FL_examples (270),follicular_lymphoma,1,140,13.186,0.4075,63.51,7.445,30.9072,15.1068,0.9736,0.4888,25.8995,10.7052,1.0829,0.4133,0.636,0.2081,0.0201,0.3272,0.7105,0.1501,-0.6844,0.2113,0.8272,0.0861,-0.9053,0.1041,8.2289,2.9044,1.092,0.353,5.2654,1.3875,-0.0471,0.2635,1.5784,0.4048,1.0259,0.2564,6.7443,1.3909,8.0955,1.3227,39.0452,0.2647,0.0445,2.9493,171.0625,37.4278
FL_examples (271),follicular_lymphoma,1,153,14.411,0.3966,54.699,7.326,27.5204,12.678,1.4814,0.4607,24.641,9.9176,1.8125,0.4025,0.6279,0.2033,-0.1958,0.3238,0.7087,0.1416,-0.56,0.1998,0.8244,0.0863,-0.914,0.1047,7.7701,2.4984,2.2008,0.3215,5.0623,1.2853,0.8508,0.2539,1.5616,0.4008,1.3844,0.2566,5.9129,1.2217,7.3686,1.2268,43.4024,0.2451,0.0423,2.9679,169.0849,37.7265
FL_examples (272),follicular_lymphoma,1,164,15.447,0.419,52.713,7.0,27.1261,12.5059,1.1999,0.461,24.0624,9.9742,1.6271,0.4145,0.6525,0.2134,-0.1874,0.327,0.6843,0.1823,-0.792,0.2665,0.8317,0.0907,-0.7705,0.109,7.6989,2.7764,2.2886,0.3606,5.0071,1.2744,0.0986,0.2545,1.5814,0.5462,2.7737,0.3454,6.2211,1.164,7.379,1.0358,40.2603,0.2608,0.044,2.9609,166.3172,36.9796
FL_examples (273),follicular_lymphoma,1,142,13.374,0.3576,54.861,7.35,26.7391,13.7988,0.73,0.5161,22.1076,9.0671,0.9048,0.4101,0.7257,0.2012,-0.4302,0.2772,0.693,0.1432,-0.7576,0.2066,0.8517,0.0781,-0.8615,0.0917,7.3096,2.418,0.6655,0.3308,4.9091,1.4155,0.2898,0.2884,1.5142,0.394,2.8376,0.2602,6.4371,1.2766,7.6777,1.2837,36.0945,0.2794,0.0465,2.8751,159.7538,36.7246
FL_examples (274),follicular_lymphoma,1,152,14.316,0.3349,49.858,6.447,23.3929,11.7284,1.9124,0.5014,19.1447,7.0329,1.5,0.3674,0.8211,0.1768,-0.8213,0.2153,0.6744,0.1572,-0.4136,0.2331,0.8905,0.0616,-0.8933,0.0692,6.7463,2.3033,1.5377,0.3414,4.5473,1.1368,0.9792,0.25,1.4978,0.394,1.4476,0.2631,6.3121,1.1824,7.4964,1.2681,40.3043,0.2996,0.0474,2.7019,165.7891,38.2664
FL_examples (275),follicular_lymphoma,1,170,16.012,0.3589,41.175,5.776,22.4122,8.8378,1.1588,0.3943,19.042,6.0635,1.1922,0.3184,0.807,0.1784,-0.8259,0.2211,0.649,0.1746,-0.3518,0.269,0.885,0.0642,-1.2857,0.0725,6.6157,2.0024,1.0207,0.3027,4.5743,0.9052,0.3424,0.1979,1.4569,0.363,1.0289,0.2491,6.0883,1.0722,7.1155,1.0736,40.5417,0.3098,0.0474,2.7045,167.9139,39.2689
FL_examples (276),follicular_lymphoma,1,168,15.823,0.3817,46.851,6.522,24.1224,10.8699,1.0731,0.4506,19.8492,7.4414,1.2993,0.3749,0.8119,0.2037,-0.96,0.2508,0.6666,0.1507,-0.3741,0.2261,0.8943,0.0735,-1.976,0.0821,6.8427,2.3172,1.4043,0.3386,4.6707,1.0182,0.3219,0.218,1.4656,0.3595,1.4824,0.2453,6.2303,1.1288,7.2884,1.2334,43.7142,0.2609,0.0433,2.9895,176.9061,39.264
FL_examples (277),follicular_lymphoma,1,178,16.765,0.3901,42.873,5.973,23.2712,9.1072,1.0751,0.3913,19.2066,6.4654,1.4454,0.3366,0.8334,0.1933,-1.1671,0.2319,0.6272,0.174,-0.2693,0.2775,0.8989,0.0676,-1.5769,0.0752,6.6131,2.047,1.3523,0.3095,4.6924,0.8626,0.5959,0.1838,1.413,0.3625,1.927,0.2565,5.8664,1.0241,6.9486,1.1745,45.2007,0.2579,0.0435,3.0257,178.5385,38.4777
FL_examples (278),follicular_lymphoma,1,157,14.787,0.3666,48.523,6.45,24.7896,10.7238,1.5155,0.4326,20.773,6.9717,1.0473,0.3356,0.7659,0.2082,-0.6351,0.2718,0.6824,0.1624,-0.5603,0.238,0.8769,0.08,-1.4232,0.0913,7.1213,2.2048,1.2414,0.3096,4.7254,1.0226,0.5112,0.2164,1.5259,0.4096,1.2449,0.2684,6.0573,1.2174,7.3442,1.3014,43.2197,0.2599,0.043,3.019,171.1691,38.9998
FL_examples (279),follicular_lymphoma,1,130,12.244,0.2995,46.747,6.322,24.461,11.1203,0.6898,0.4546,21.9071,8.7513,1.2381,0.3995,0.6951,0.218,-0.2392,0.3137,0.7322,0.1668,-1.0489,0.2278,0.8493,0.0821,-0.7742,0.0966,7.4144,2.2952,0.8891,0.3096,4.5278,1.2149,-0.0324,0.2683,1.7093,0.5775,1.8651,0.3379,6.4952,1.6459,8.0515,1.6524,47.032,0.2402,0.0413,3.028,164.7435,39.2016
FL_examples (28),follicular_lymphoma,1,134,12.621,0.3041,57.48,7.7,24.0956,16.8065,2.5688,0.6975,23.4563,12.2244,1.4971,0.5212,0.6138,0.2318,0.1813,0.3776,0.7778,0.1392,-1.0596,0.1789,0.7874,0.1104,-0.6328,0.1402,7.8256,3.0792,0.74,0.3935,4.4395,1.7765,1.0273,0.4002,1.8455,0.5908,1.2357,0.3202,6.1929,1.5894,7.6513,1.7655,56.3648,0.2414,0.0426,2.8516,177.2136,38.0857
FL_examples (280),follicular_lymphoma,1,150,14.128,0.3364,47.85,6.464,23.8121,10.2869,1.4108,0.432,19.8256,7.3447,2.0306,0.3705,0.8051,0.201,-0.8836,0.2497,0.6628,0.1681,-0.2704,0.2536,0.8895,0.0701,-1.1152,0.0788,6.8825,2.3472,2.4336,0.341,4.6416,1.0386,1.0487,0.2238,1.5167,0.5211,2.7861,0.3435,6.236,1.2391,7.6026,1.3494,49.9795,0.2422,0.041,3.0426,172.412,39.7527
FL_examples (281),follicular_lymphoma,1,162,15.258,0.3515,43.204,6.337,23.0357,9.6922,1.0417,0.4207,19.6281,6.6086,1.0548,0.3367,0.7875,0.1958,-0.6726,0.2487,0.6958,0.1615,-0.7501,0.2322,0.8835,0.0711,-1.2606,0.0804,6.8851,2.037,0.6939,0.2958,4.4928,1.0605,0.5125,0.236,1.5796,0.6178,5.9706,0.3911,5.9896,1.0628,7.1464,1.23,48.1272,0.2488,0.0423,3.0385,179.7868,39.1721
FL_examples (282),follicular_lymphoma,1,109,10.266,0.2144,37.453,5.573,20.8844,8.0016,0.6387,0.3831,17.476,5.1672,0.9618,0.2957,0.8686,0.1519,-1.4303,0.1749,0.6492,0.1725,-0.7625,0.2658,0.9098,0.0558,-1.8266,0.0614,6.2127,1.7098,0.7545,0.2752,4.363,0.8965,-0.1817,0.2055,1.4391,0.3306,1.2513,0.2297,6.5956,1.4903,8.2813,1.6337,42.6082,0.258,0.0439,3.0397,150.1898,37.8598
FL_examples (283),follicular_lymphoma,1,121,11.397,0.2599,45.982,6.375,22.8021,10.2712,1.2091,0.4504,19.1208,6.9151,1.4839,0.3617,0.8147,0.1835,-0.9939,0.2252,0.6971,0.1397,-0.6807,0.2004,0.8892,0.0706,-1.5612,0.0794,6.7169,2.0405,1.0705,0.3038,4.4756,1.0342,0.7228,0.2311,1.5072,0.3202,1.0976,0.2125,6.4809,1.4467,7.9416,1.6664,44.769,0.2487,0.0429,3.033,168.1369,38.9118
FL_examples (284),follicular_lymphoma,1,141,13.28,0.2844,40.035,5.403,21.4151,8.8298,1.1904,0.4123,18.3326,6.0086,1.3967,0.3278,0.8275,0.1773,-0.8797,0.2143,0.6914,0.151,-0.7131,0.2184,0.8968,0.0626,-1.3387,0.0698,6.5894,2.1412,1.3519,0.3249,4.3079,0.776,0.1811,0.1801,1.5307,0.4093,1.584,0.2674,6.1322,1.312,7.4457,1.4111,50.1928,0.2488,0.0413,3.0427,168.1521,40.5339
FL_examples (285),follicular_lymphoma,1,162,15.258,0.3191,36.818,5.459,20.9131,7.6415,1.0709,0.3654,18.2665,5.5157,1.413,0.302,0.8201,0.1861,-1.0251,0.2269,0.6747,0.1625,-0.7291,0.2409,0.8886,0.0748,-1.8367,0.0842,6.4233,1.7203,1.0595,0.2678,4.3674,0.8016,-0.1244,0.1835,1.4858,0.3436,1.0574,0.2312,5.6632,1.0961,6.9911,1.1445,51.0556,0.2316,0.0404,3.0825,171.8043,39.749
FL_examples (286),follicular_lymphoma,1,157,14.787,0.3378,48.007,6.16,22.8447,11.0235,2.0367,0.4825,19.2689,7.5503,1.9195,0.3918,0.8169,0.1971,-0.9612,0.2412,0.6614,0.162,-0.6083,0.2449,0.8916,0.0689,-1.2687,0.0773,6.6408,2.2459,1.5398,0.3382,4.5424,0.9659,0.6971,0.2127,1.4639,0.3613,1.3908,0.2468,6.1588,1.1714,7.3021,1.1933,48.6133,0.2323,0.0409,3.0904,173.3482,38.9959
FL_examples (287),follicular_lymphoma,1,174,16.388,0.3435,41.262,6.063,20.9582,9.0397,1.9843,0.4313,18.7935,7.1359,2.2168,0.3797,0.7958,0.2008,-0.9286,0.2523,0.6724,0.1668,-0.5601,0.248,0.8836,0.0731,-1.1841,0.0827,6.4905,1.9607,1.4245,0.3021,4.358,0.9434,0.6728,0.2165,1.5343,0.5684,4.3297,0.3705,5.8487,1.1268,7.0255,1.1784,47.2155,0.247,0.0418,3.0689,167.3694,39.234
FL_examples (288),follicular_lymphoma,1,171,16.106,0.3577,45.929,6.401,22.2118,10.5514,1.2713,0.475,19.5426,7.5403,1.1819,0.3858,0.7812,0.2194,-0.6278,0.2809,0.6596,0.1738,-0.3054,0.2635,0.8784,0.0777,-1.1016,0.0885,6.6861,2.346,1.2569,0.3509,4.5114,1.1262,0.7999,0.2496,1.5064,0.4754,2.3365,0.3156,5.934,1.0411,7.1332,1.2361,47.6106,0.2522,0.0422,3.041,177.1282,40.4538
FL_examples (289),follicular_lymphoma,1,170,16.012,0.3588,41.909,5.757,22.4072,9.2926,0.9027,0.4147,19.0139,6.3689,1.1894,0.335,0.8104,0.1873,-0.8906,0.2311,0.664,0.159,-0.4212,0.2395,0.8846,0.0777,-2.3864,0.0879,6.632,2.0902,1.3821,0.3152,4.5348,0.9496,0.2673,0.2094,1.4708,0.3754,1.7423,0.2552,5.8814,0.984,7.0788,1.0539,43.157,0.2675,0.0436,2.9919,175.7478,39.9564
FL_examples (29),follicular_lymphoma,1,83,7.817,0.1812,46.764,6.294,23.1843,12.1605,0.5358,0.5245,19.9802,6.9264,0.3567,0.3467,0.7257,0.1692,-0.5413,0.2332,0.7269,0.1646,-1.1096,0.2265,0.8339,0.1042,-1.6518,0.125,7.0923,2.1455,0.3868,0.3025,4.4436,1.3397,0.2042,0.3015,1.6661,0.5662,3.379,0.3399,7.3351,1.9293,9.5751,2.0139,37.9495,0.282,0.0486,2.9327,150.9698,34.8208
FL_examples (290),follicular_lymphoma,1,154,14.505,0.3282,46.248,6.311,22.6248,11.4469,1.6004,0.5059,19.351,7.001,1.0148,0.3618,0.7806,0.1916,-0.5131,0.2455,0.6939,0.1571,-0.734,0.2263,0.8766,0.0743,-1.2253,0.0847,6.7386,2.1652,0.8348,0.3213,4.4459,1.1007,0.3989,0.2476,1.5321,0.3692,0.978,0.241,6.0525,1.0699,7.4344,1.1481,40.7198,0.2703,0.044,2.9604,165.0578,38.8327
FL_examples (291),follicular_lymphoma,1,151,14.222,0.3389,54.09,7.487,23.8281,13.4146,1.9978,0.563,19.6834,8.1085,1.632,0.4119,0.8026,0.1977,-0.87,0.2463,0.6671,0.1551,-0.2591,0.2324,0.8857,0.0695,-1.126,0.0785,6.774,2.3769,1.1295,0.3509,4.6133,1.3674,1.4002,0.2964,1.5002,0.5025,3.8452,0.3349,6.109,1.2523,7.3228,1.321,45.1361,0.2534,0.0425,2.9886,172.5639,39.2474
FL_examples (292),follicular_lymphoma,1,163,15.352,0.3691,48.444,6.413,24.0445,10.942,1.215,0.4551,19.5121,7.0379,1.467,0.3607,0.8231,0.1861,-1.0863,0.2261,0.6599,0.1598,-0.6911,0.2422,0.8935,0.0687,-1.3513,0.0769,6.7585,2.1637,1.4582,0.3201,4.6812,1.0242,0.1979,0.2188,1.4542,0.3545,1.8419,0.2438,6.2571,1.0549,7.4191,1.1012,44.6771,0.2593,0.0432,3.0125,176.6296,39.5252
FL_examples (293),follicular_lymphoma,1,125,11.773,0.3148,58.923,7.492,26.7378,14.8053,1.372,0.5537,22.3763,10.4985,2.1075,0.4692,0.725,0.2181,-0.3819,0.3008,0.7228,0.163,-0.6547,0.2255,0.8607,0.0845,-1.0816,0.0982,7.6198,2.697,0.8148,0.3539,4.7098,1.5591,0.7868,0.331,1.6994,0.617,1.7431,0.3631,6.8004,1.4231,8.3867,1.3903,39.7662,0.2647,0.0437,2.986,160.1507,39.5438
FL_examples (294),follicular_lymphoma,1,157,14.787,0.3662,51.67,6.575,24.7639,12.0997,1.346,0.4886,20.1747,8.1256,1.7236,0.4028,0.8053,0.1978,-0.8897,0.2456,0.6899,0.1515,-0.5492,0.2196,0.8923,0.0727,-1.4243,0.0815,7.0476,2.4211,1.5727,0.3435,4.6444,1.1297,0.8901,0.2432,1.5378,0.465,2.8054,0.3024,6.1125,1.3476,7.4848,1.44,43.5791,0.2719,0.0448,2.9232,181.3142,40.0201
FL_examples (295),follicular_lymphoma,1,156,14.693,0.3642,51.776,7.068,24.7898,12.5012,1.7349,0.5043,20.3756,8.9381,2.1977,0.4387,0.8032,0.2069,-0.8683,0.2576,0.6635,0.1762,-0.5716,0.2656,0.8889,0.0723,-1.1356,0.0814,6.9859,2.4216,1.0973,0.3466,4.7127,1.1954,1.1597,0.2536,1.4901,0.3783,0.9675,0.2539,5.9652,1.2255,7.2642,1.4843,40.6535,0.2813,0.0463,2.9341,182.0894,39.4648
FL_examples (296),follicular_lymphoma,1,165,15.541,0.3708,44.635,6.495,23.8569,9.78,1.5332,0.4099,20.1135,7.5343,2.063,0.3746,0.7974,0.2096,-0.9098,0.2628,0.6559,0.1682,-0.5942,0.2565,0.886,0.0739,-1.0955,0.0834,6.8087,1.987,1.0865,0.2918,4.7193,1.0603,0.8318,0.2247,1.4731,0.4415,3.0301,0.2997,6.1027,1.0949,7.3087,1.0665,44.3139,0.2671,0.0444,2.9801,180.3273,39.5543
FL_examples (297),follicular_lymphoma,1,154,14.505,0.3442,44.581,5.961,23.7308,9.778,0.958,0.412,19.5545,6.5416,1.0777,0.3345,0.81,0.1823,-0.836,0.2251,0.6842,0.1658,-0.6749,0.2423,0.8936,0.062,-1.285,0.0694,6.9103,2.1366,0.9427,0.3092,4.5524,0.9541,-0.3143,0.2096,1.5407,0.4447,1.5877,0.2886,6.0455,1.1932,7.3363,1.2615,44.3765,0.264,0.0436,2.977,173.5101,39.8144
FL_examples (298),follicular_lymphoma,1,155,14.599,0.3394,50.625,6.76,23.2473,11.8723,1.5174,0.5107,19.3411,8.1534,1.7893,0.4216,0.8197,0.1955,-1.0889,0.2385,0.6494,0.1722,-0.6785,0.2652,0.8881,0.0767,-1.5548,0.0863,6.637,2.3835,1.5387,0.3591,4.6044,1.1374,0.501,0.247,1.441,0.3292,1.0139,0.2285,6.0565,1.0031,7.3635,1.1474,43.815,0.2603,0.0427,2.9363,170.1481,39.9278
FL_examples (299),follicular_lymphoma,1,172,16.2,0.3667,42.896,6.137,22.635,9.2492,1.7056,0.4086,19.1182,6.6296,1.9832,0.3468,0.8181,0.19,-0.8655,0.2322,0.6615,0.1634,-0.362,0.247,0.892,0.0648,-1.0977,0.0726,6.6582,2.0185,1.158,0.3032,4.5376,0.9282,1.1335,0.2045,1.4861,0.4292,1.896,0.2888,6.0172,1.0561,7.1221,0.9886,46.0029,0.2678,0.0447,2.9585,182.5026,39.7509
FL_examples (3),follicular_lymphoma,1,173,16.294,0.3747,43.131,6.094,22.9935,9.8139,0.873,0.4268,19.5755,7.5541,1.6308,0.3859,0.8039,0.2056,-0.9646,0.2558,0.6637,0.1639,-0.4981,0.247,0.8815,0.0776,-1.4453,0.088,6.7182,2.1673,1.5317,0.3226,4.5827,1.029,0.0163,0.2245,1.4917,0.4379,2.0,0.2935,5.8569,1.023,7.055,1.0796,45.1018,0.258,0.0431,2.9677,174.6722,38.8529
FL_examples (30),follicular_lymphoma,1,119,11.208,0.2383,48.139,6.673,21.2578,13.2707,0.8394,0.6243,19.3006,8.8824,1.2765,0.4602,0.7325,0.2008,-0.3957,0.2741,0.7361,0.1648,-0.7073,0.2239,0.8425,0.0975,-1.8747,0.1158,6.8025,2.4636,0.8859,0.3622,4.1672,1.5742,0.4976,0.3778,1.742,0.5983,1.3169,0.3434,6.3848,1.7844,8.2217,2.0326,38.5647,0.2719,0.0463,2.9768,151.8413,35.7037
FL_examples (300),follicular_lymphoma,1,135,12.715,0.3271,48.426,6.635,25.7243,11.8252,1.3237,0.4597,20.9648,7.6078,0.9516,0.3629,0.7734,0.2075,-0.4773,0.2683,0.6703,0.1621,-0.4094,0.2418,0.8807,0.0744,-1.1349,0.0844,7.0901,2.1556,0.6278,0.304,4.8345,1.2397,0.2215,0.2564,1.5001,0.4149,1.5883,0.2766,6.6944,1.3688,8.0114,1.2774,43.0967,0.2576,0.0429,2.9857,167.2398,38.8925
FL_examples (31),follicular_lymphoma,1,120,11.302,0.2286,42.391,6.387,20.229,11.5481,0.4734,0.5709,19.5964,8.9935,0.7116,0.4589,0.7046,0.2208,-0.3823,0.3134,0.7199,0.1533,-0.607,0.2129,0.8335,0.0923,-0.8633,0.1108,6.5757,2.2291,0.2757,0.339,4.1888,1.4677,-0.0165,0.3504,1.6722,0.6442,2.7015,0.3852,6.542,1.5773,8.2203,1.4648,39.0478,0.2654,0.0454,2.9514,142.9971,36.2136
FL_examples (32),follicular_lymphoma,1,115,10.831,0.2375,43.501,6.181,21.9273,11.4114,0.4691,0.5204,20.7436,8.546,0.7941,0.412,0.6788,0.2089,-0.1766,0.3078,0.739,0.1532,-0.6533,0.2074,0.8262,0.097,-0.6577,0.1174,7.0521,2.2906,0.5433,0.3248,4.3108,1.3392,-0.0126,0.3107,1.716,0.5543,1.4623,0.323,6.5067,1.9241,8.2771,1.9828,37.2878,0.2704,0.0467,2.9787,145.1588,34.8982
FL_examples (33),follicular_lymphoma,1,112,10.549,0.2185,47.733,6.857,20.7141,12.9479,1.0779,0.6251,19.1594,9.0761,0.9517,0.4737,0.7444,0.2184,-0.5765,0.2933,0.6965,0.1755,-1.0943,0.252,0.8483,0.09,-1.1074,0.1061,6.4532,2.3864,0.7237,0.3698,4.2366,1.4646,0.3613,0.3457,1.5691,0.4224,1.3399,0.2692,6.7129,1.7156,8.6554,1.6868,35.5428,0.2841,0.0484,2.9486,138.3279,35.0339
FL_examples (34),follicular_lymphoma,1,121,11.397,0.2526,45.364,6.623,22.1673,12.313,0.5311,0.5555,19.8217,7.8995,0.5862,0.3985,0.7128,0.1863,-0.1181,0.2614,0.7483,0.139,-0.4581,0.1857,0.8392,0.0897,-0.9445,0.1069,6.9828,2.3489,0.8833,0.3364,4.2524,1.4677,0.1488,0.3451,1.7496,0.6378,1.9992,0.3645,6.3354,1.3347,8.0982,1.4507,47.2285,0.2604,0.043,2.987,170.7935,39.1051
FL_examples (35),follicular_lymphoma,1,121,11.397,0.2393,48.066,6.923,20.9991,13.8715,0.8385,0.6606,18.875,8.8044,0.6591,0.4665,0.7485,0.2074,-0.5051,0.2771,0.717,0.1689,-0.6904,0.2356,0.8375,0.0966,-0.8151,0.1153,6.5806,2.4171,0.4336,0.3673,4.1765,1.651,0.3435,0.3953,1.6893,0.6474,2.5158,0.3832,6.5615,1.6787,8.1545,1.5435,40.9047,0.2834,0.0458,2.9435,156.6663,38.0147
FL_examples (36),follicular_lymphoma,1,133,12.527,0.2159,38.738,6.363,17.2382,10.4948,0.9801,0.6088,18.3974,9.7969,1.4924,0.5325,0.7083,0.2395,-0.3641,0.3382,0.7654,0.1657,-0.9146,0.2165,0.8115,0.1153,-0.937,0.1421,6.65,2.7178,0.9636,0.4087,3.729,1.53,0.6318,0.4103,1.9557,0.919,2.319,0.4699,6.046,1.3843,7.7506,1.5549,53.7663,0.2455,0.0418,2.8041,159.9935,39.0749
FL_examples (37),follicular_lymphoma,1,113,10.643,0.1957,41.526,6.428,18.3868,11.1448,0.9696,0.6061,18.6328,8.4616,0.8697,0.4541,0.6961,0.2107,-0.0785,0.3026,0.7483,0.1631,-1.0951,0.2179,0.8127,0.0936,-0.227,0.1151,6.5064,2.2717,0.8023,0.3491,3.9101,1.4728,0.5584,0.3767,1.7808,0.6118,1.1582,0.3435,6.5914,1.931,8.4392,2.0506,53.1453,0.2587,0.0431,2.8044,162.3221,38.7809
FL_examples (38),follicular_lymphoma,1,110,10.361,0.196,36.184,5.549,18.919,9.1631,0.4252,0.4843,18.3097,7.393,0.8053,0.4038,0.7481,0.2131,-0.5766,0.2849,0.7343,0.1444,-0.8706,0.1967,0.8507,0.0961,-1.0123,0.113,6.4082,1.9905,0.62,0.3106,4.0383,1.2228,-0.2471,0.3028,1.6602,0.4884,1.4606,0.2942,6.7465,1.8335,8.594,1.6453,38.5324,0.2813,0.0478,2.9037,141.5086,36.062
FL_examples (39),follicular_lymphoma,1,126,11.867,0.2629,51.419,6.334,22.1542,13.2212,1.3591,0.5968,20.2751,8.6468,1.062,0.4265,0.7141,0.2107,-0.4341,0.295,0.7401,0.1203,-0.7053,0.1626,0.8427,0.0884,-1.0637,0.1049,6.9294,2.5107,1.3757,0.3623,4.3294,1.2665,0.3042,0.2925,1.6218,0.4129,1.9729,0.2546,6.2984,1.5586,7.8089,1.7166,38.6224,0.2703,0.0457,2.9718,153.9839,35.7741
FL_examples (4),follicular_lymphoma,1,160,15.07,0.3309,46.221,6.612,21.9549,10.972,1.3575,0.4998,18.8575,7.7804,2.0381,0.4126,0.8119,0.1998,-1.0085,0.2461,0.6601,0.1551,-0.2201,0.235,0.8826,0.0814,-1.4578,0.0922,6.4642,2.1157,1.6969,0.3273,4.5044,1.2426,0.8853,0.2759,1.4862,0.5084,3.6011,0.3421,5.9601,1.1529,7.2224,1.2873,44.308,0.259,0.0429,2.962,170.8143,39.2465
FL_examples (40),follicular_lymphoma,1,122,11.491,0.2493,49.156,7.066,21.6994,13.4208,1.163,0.6185,21.0958,10.6009,1.5638,0.5025,0.6717,0.2306,-0.1394,0.3433,0.7222,0.1623,-0.9526,0.2247,0.8164,0.0989,-0.9867,0.1211,6.8604,2.266,0.5485,0.3303,4.3817,1.6047,0.4747,0.3662,1.6619,0.5885,3.5531,0.3541,6.3321,1.7188,8.237,1.2801,41.0726,0.2552,0.0441,2.9712,154.1057,36.6684
FL_examples (41),follicular_lymphoma,1,126,11.867,0.2719,49.075,6.741,22.9116,12.0548,1.0332,0.5261,21.188,8.3723,0.7849,0.3951,0.6836,0.2233,-0.18,0.3266,0.7094,0.1492,-0.5648,0.2103,0.8316,0.1071,-0.9739,0.1288,6.9775,2.1811,0.866,0.3126,4.5516,1.2973,0.2234,0.285,1.5813,0.4288,1.3891,0.2712,6.606,1.7618,8.2307,1.68,47.0051,0.2527,0.0426,2.9651,166.1125,38.3226
FL_examples (42),follicular_lymphoma,1,130,12.244,0.2634,45.331,6.382,21.5116,11.3348,0.8842,0.5269,20.1878,8.5848,1.194,0.4252,0.7117,0.226,-0.3655,0.3176,0.7003,0.1646,-0.5615,0.235,0.8337,0.1025,-0.8511,0.1229,6.7673,2.2439,1.4625,0.3316,4.4123,1.3574,-0.0021,0.3076,1.6253,0.6048,2.3723,0.3721,6.4857,1.8359,7.9045,1.8875,43.1709,0.2631,0.0436,2.9795,156.908,38.091
FL_examples (43),follicular_lymphoma,1,136,12.809,0.2993,50.421,6.635,23.3693,13.3535,0.6859,0.5714,21.1518,9.3445,0.819,0.4418,0.6886,0.2044,-0.0926,0.2968,0.7315,0.1396,-0.6048,0.1908,0.8274,0.0841,-0.6177,0.1016,7.1338,2.6156,0.9657,0.3666,4.4527,1.4567,0.1297,0.3271,1.6663,0.579,2.6254,0.3475,6.2114,1.6155,7.7352,1.5083,46.1636,0.2448,0.0418,2.9977,167.4727,38.7631
FL_examples (44),follicular_lymphoma,1,137,12.904,0.2667,39.599,6.303,20.6673,10.4507,0.2861,0.5057,20.4971,9.3792,0.8708,0.4576,0.688,0.2401,-0.3182,0.349,0.708,0.1613,-0.4598,0.2279,0.8228,0.0968,-0.4541,0.1177,6.6631,2.0448,0.5986,0.3069,4.3662,1.4732,-0.1123,0.3374,1.6375,0.5501,1.4638,0.336,6.191,1.7351,7.6167,1.7766,46.2507,0.2556,0.0436,2.9747,157.8035,37.1267
